scenario,algorithm,instance,repeat,success,path_length,astar_length,length_ratio,comp_time,smoothness,curvature,max_curvature,clearance_min,clearance_mean,total_turning,sharp_turns,radius_violated,drive_time_curved,switches,false_alarm,time_to_detection,collision_checks
normal_city,BSpline,1,8,1,165.46,140.811,1.1751,0.07463,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
normal_city,BSpline,1,9,1,165.46,140.811,1.1751,0.07869,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
normal_city,Dubins,1,0,1,172.327,140.811,1.2238,0.07073,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,Dubins,1,1,1,172.327,140.811,1.2238,0.07222,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,Dubins,1,2,1,172.327,140.811,1.2238,0.07028,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,Dubins,1,3,1,172.327,140.811,1.2238,0.0697,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,Dubins,1,4,1,172.327,140.811,1.2238,0.07069,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,Dubins,1,5,1,172.327,140.811,1.2238,0.07589,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,Dubins,1,6,1,172.327,140.811,1.2238,0.07465,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,Dubins,1,7,1,172.327,140.811,1.2238,0.07794,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,Dubins,1,8,1,172.327,140.811,1.2238,0.07087,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,Dubins,1,9,1,172.327,140.811,1.2238,0.07029,0.1398,0.7977,3.8568,1.756,3.183,137.4571,67,1,61.6651,0,0,nan,1340
normal_city,APF,2,0,0,54.6,140.811,0.3878,0.01955,0.1466,0.6496,7.2607,1.531,2.692,35.4665,23,1,18.2944,0,0,nan,237
normal_city,RRT*,2,0,1,147.546,140.811,1.0478,0.32343,0.1531,0.0587,0.814,1.586,4.0,8.6574,9,1,28.9975,0,0,nan,23282
